Repeat.New,Species,Metal.Band,Color.bands,TempMarker,Date,Time,Age,HA,Sex,HS,Wing,Weight,Location,Bander,Fat,CP,BP,Ectos,Wear,Net.Location,Comments,Tarsus,Exp.Culmen,Culmen.Nares,Culmen.Width,Culmen.Depth,Tail,Hg.Blood.ID,Hg.Tail.ID,Hg.Secondaries.ID,ToanailID,individual
1,BTBW,222096543,NA,NA,2/6/2007,1210,5,11,5,1,65,8.4,PUVI,MDM,5,0,0,1,1,7-May,NA,21.29,10.8,7.94,3.02,2.69,53.5,NA,NA,BTBW _ 222096543,,
1,BTBW,222096544,NA,NA,2/6/2007,1430,5,1,5,1,59.5,6.7,PUVI,EGG,5,0,0,4,2,54,NA,20.54,10.18,7.56,3.14,2.94,48,NA,NA,BTBW _ 222096544,,
2,GABU,1726,NA,NA,2/6/2007,740,6,NA,5,1,72,25.5,PUVI,JK,5,0,0,4,2,NA,NA,25.17,12.93,9.67,9.54,10.14,66,NA,NA,GABU _ 1726,,
2,GABU,1729,NA,NA,2/6/2007,730,6,NA,4,1,76,23.5,PUVI,MDM,5,0,0,4,1,6-May,NA,24.52,12.73,10.38,8.28,10.84,68,NA,NA,GABU _ 1729,,
2,GTGT,94,WLG/OX,NA,2/6/2007,1630,6,3,0,NA,63,13.5,PUVI,MDM,5,0,0,4,2,5-May,NA,26.12,13.03,10.75,4.05,4.08,64,B07.250,NA,GTGT _ 94,,
1,GTGT,516,LBPI/DBX,NA,2/6/2007,1010,5,31,0,NA,59.5,NA,PUVI,CCR,5,0,0,4,1,14,died in bag,24.18,12.76,9.47,3.87,4.05,64,NA,NA,GTGT _ 516,,
1,GTGT,517,PIDB/OX,NA,2/6/2007,1730,5,31,0,NA,58.5,14.7,PUVI,EC,5,0,0,4,3,8-Mar,NA,26.21,13.37,9.83,4.13,4.1,65,NA,NA,GTGT _ 517,,
1,HISP,1831,NA,NA,2/6/2007,810,6,1,4,1,89,25.5,PUVI,TRG,5,0,0,4,2,7-Jan,NA,23.07,10.01,5.94,6.5,5.5,62,NA,NA,HISP _ 1831,,
1,HISP,1834,NA,NA,2/6/2007,1430,6,1,4,1,84.5,25,PUVI,EC,NA,0,0,4,1,51,NA,24.91,10.07,7.16,5.67,5.48,68,NA,NA,HISP _ 1834,,
1,HIWO,909,NA,NA,2/6/2007,1240,1,1,4,1,127.5,83.3,PUVI,CCR,0,0,0,1,2,4-Jan,NA,30.5,31.95,24.35,7.9,7.51,100.5,NA,NA,HIWO _ 909,,
1,NBTO,1210,NA,NA,2/6/2007,1430,1,1,0,NA,45.5,6.6,PUVI,JK,1,0,0,1,1,4-Jan,NA,26.94,15.85,12.56,3.95,10.48,38,NA,NA,NBTO _ 1210,,
1,OVEN,222096545,NA,NA,2/6/2007,1920,6,5,0,NA,73,18.2,PUVI,MDM,5,0,0,1,1,4-May,NA,25.24,11.51,8.15,3.66,3.83,56,NA,NA,OVEN _ 222096545,,
2,OVEN,217161721,NA,NA,2/6/2007,1600,6,5,0,NA,72,20,PUVI,EC,1,0,0,4,1,10-Mar,NA,22.6,11.56,9.1,3.82,3.93,50.5,NA,NA,OVEN _ 217161721,,
1,OVEN,156148112,NA,NA,2/6/2007,1020,5,5,0,NA,77,19.1,PUVI,MDM,1,0,0,4,1,11,NA,23.81,11.57,9.88,3.74,3.03,58,NA,NA,OVEN _ 156148112,,
1,RLTH,908,NA,NA,2/6/2007,1010,1,1,0,NA,120,66.3,PUVI,LOJ,5,0,0,4,1,1IE,NA,42.78,20.34,14.47,6.4,6.12,100,B07.261,NA,RLTH _ 908,,
1,RLTH,910,NA,NA,2/6/2007,1630,1,1,0,NA,128,68.9,PUVI,JK,1,0,0,4,1,5.1,NA,41.67,20.54,14.58,5.58,6.76,116,B07.258,NA,RLTH _ 910,,
1,RTSO,1832,NA,NA,2/6/2007,1020,1,1,0,NA,84.5,25.6,PUVI,MDM,5,0,0,4,2,7-Mar,NA,25.99,11.11,6.95,5.05,4.98,86,NA,NA,RTSO _ 1832,,
1,RTSO,1833,NA,NA,2/6/2007,1240,1,1,0,NA,88.5,23.7,PUVI,CCR,5,0,0,4,2,8-Jan,NA,24.07,8.96,6.37,4.09,3.49,90,NA,NA,RTSO _ 1833,,
1,WCHT,906,DBDB/RX,NA,2/6/2007,810,1,1,0,NA,88,47.2,PUVI,JK,5,0,0,4,1,4-Mar,NA,33.76,19.18,13.55,4.88,6.47,96.5,B07.329,NA,WCHT _ 906,,
1,WCHT,907,ODB/YX,NA,2/6/2007,820,1,1,0,NA,81,36.9,PUVI,CCR,0,0,0,4,3,1-IE,NA,33.06,20.08,14.18,4.28,6.1,89.5,B07.344,NA,WCHT _ 907,,
2,BITH,147146087,NA,NA,2/6/2007,1100,1,9,4,9,92,27.2,PUVI,JEG,5,NA,NA,1,2,T6 irregular near 6B,NA,34.94,12.7,9.91,4.57,4.01,67,NA,NA,BITH _ 147146087,,
1,BITH,157106256,NA,NA,2/6/2007,1740,2,TB,5,9,88.5,28.1,PUVI,CCR,5,NA,NA,1,1,17,NA,34.64,13.11,8.77,4.53,3.59,66.5,NA,NA,BITH _ 157106256,,
1,BITH,157106257,NA,NA,2/6/2007,1920,1,T,4,9,90,28.6,PUVI,JK,2,NA,NA,1,1,1EN,NA,33.38,13.74,9.02,4.3,3.84,65,NA,NA,BITH _ 157106257,,
2,GTGT,507,PIDB/DBX,NA,2/7/2007,1000,5,13,0,NA,57.5,12.6,PUVI,EC,5,0,0,4,1,1-EN,NA,25.15,14.14,10.69,3.96,3.89,64,NA,NA,GTGT _ 507,,
2,OVEN,222096545,NA,NA,2/7/2007,800,6,5,0,NA,74.5,16.5,PUVI,JK,0,0,0,4,1,NA,NA,24.77,11.72,8.38,3.8,3.8,55,NA,NA,OVEN _ 222096545,,
2,OVEN,217161716,NA,NA,2/7/2007,1000,6,5,0,NA,NA,19.1,PUVI,EC,5,0,0,4,1,7-Jan,NA,NA,NA,NA,NA,NA,NA,B07.341,NA,OVEN _ 217161716,,
1,OVEN,156148113,NA,NA,2/7/2007,1000,6,5,0,NA,72,18.6,PUVI,EC,5,0,0,4,1,8-Jan,NA,25.05,12.08,10.05,3.71,3.99,54,NA,NA,OVEN _ 156148113,,
1,WEWA,222096546,NA,NA,2/7/2007,940,1,1,0,NA,72.5,NA,PUVI,JK,0,0,0,4,2,1-4.5,escaped,21.15,14.8,NA,NA,NA,62,NA,NA,WEWA _ 222096546,,
2,BCPT,405,DBLB/WX,NA,3/13/2007,1810,NA,NA,NA,NA,84,28.8,PUVI,SJF,NA,NA,NA,NA,NA,NA,NA,27.58,NA,NA,NA,NA,69,NA,NA,BCPT _ 405,,
1,BTBW,222095686,NA,NA,3/13/2007,1810,6,1,5,1,61.5,10.1,PUVI,EGG,5,0,0,4,2,NA,NA,20.6,10.88,7.75,2.88,2.87,51,NA,NA,BTBW _ 222095686,,
1,GAEL,3600,NA,NA,3/13/2007,1900,1,1,0,NA,69.5,13.9,PUVI,JMT,1,0,0,1,1,1,NA,20.56,8.94,6.2,3.8,3.26,68,NA,NA,GAEL _ 3600,,
2,GTGT,254,RR/LBX,NA,3/13/2007,1900,6,13,0,NA,66,15.2,PUVI,EGG,5,0,0,4,2,1,NA,24.55,12.99,10.58,3.68,4.09,68,NA,NA,GTGT _ 254,,
2,GTGT,514,WO/LBX,NA,3/13/2007,1900,6,13,0,NA,63,13.7,PUVI,EC,1,0,0,4,3,4-Mar,NA,24.45,13.58,9.72,4.03,3.88,63,NA,NA,GTGT _ 514,,
1,GTGT,1537,NA,NA,3/13/2007,1810,5,13,0,NA,58,13.5,PUVI,EC,5,0,0,4,2,8-Mar,NA,25.09,13.6,10.08,4.04,4.3,59,NA,NA,GTGT _ 1537,,
1,HISP,326,NA,NA,3/13/2007,1900,6,1,4,1,89,26.9,PUVI,EGG,5,0,0,1,2,1,NA,23.46,11.66,6.02,6.82,5.27,75,NA,NA,HISP _ 326,,
2,HISP,1825,NA,NA,3/13/2007,1810,5,1,4,1,85,25.1,PUVI,EC,1,0,0,4,1,10-Mar,NA,23.61,10.13,6.91,5.22,4.94,71,NA,NA,HISP _ 1825,,
1,HISP,1999,NA,NA,3/13/2007,1810,1,1,5,1,82,26.6,PUVI,EGG,1,0,0,4,2,10-Mar,NA,22.41,10.9,6.95,6.62,5.16,70,NA,NA,HISP _ 1999,,
1,HISP,2000,NA,NA,3/13/2007,1810,5,1,4,1,86,28.4,PUVI,EC,5,0,0,4,1,10-Mar,NA,24.2,11.04,7.2,5.54,5.22,67,NA,NA,HISP _ 2000,,
1,NBTO,1538,NA,NA,3/13/2007,1810,1,1,0,NA,49,7.02,PUVI,EGG,1,0,0,1,1,1,NA,17.4,16.7,12.98,4.3,2.98,40,NA,NA,NBTO _ 1538,,
1,RLTH,8271,NA,NA,3/13/2007,1810,1,1,0,NA,121,66.2,PUVI,SJF,0,0,0,4,NA,1,CMM=1,43.77,22.86,11.97,6.02,6.79,108,B07.264,NA,RLTH _ 8271,,
1,RTSO,157106635,NA,NA,3/13/2007,1900,1,1,0,NA,89.5,25.6,PUVI,SJF,5,0,0,4,1,1,NA,24.17,11.35,7.15,4.23,3.62,68,NA,NA,RTSO _ 157106635,,
2,WEWA,222095546,NA,NA,3/13/2007,1810,1,1,0,NA,72.5,13.2,PUVI,EGG,5,0,0,4,2,1,NA,19.72,15.71,12.18,4.31,4.48,51,NA,NA,WEWA _ 222095546,,
1,BITH,157106634,NA,NA,3/13/2007,1830,1,1,4,9,97,29.1,PUVI,JMT,1,NA,NA,1,1,Transect 6 =100m irregular,NA,33.4,13.89,9.57,4.47,3.91,72.5,NA,NA,BITH _ 157106634,,
1,BANA,1140,NA,NA,3/14/2007,730,1,1,0,NA,57,7.7,PUVI,SJF,1,0,0,4,1,1-EN,NA,18.17,12.13,9.32,3.15,3.21,34,NA,NA,BANA _ 1140,,
1,BANA,1540,NA,NA,3/14/2007,1930,1,1,0,NA,61,9.8,PUVI,EGG,1,0,0,1,2,5-9A,NA,18.3,12.6,9.35,3.62,3.85,36,NA,NA,BANA _ 1540,,
1,BCPT,327,NA,NA,3/14/2007,730,5,1,0,0,85.5,30.3,PUVI,EGG,5,0,0,4,3,3-May,NA,27.51,21.35,25.24,5.82,6.68,71,NA,NA,BCPT _ 327,,
2,BCPT,404,DBDB/LBX,NA,3/14/2007,1950,6,1,0,0,88.5,29.8,PUVI,EGG,1,0,0,4,2,3-Mar,PMM = 1,27.62,19.45,16.13,4.94,5.88,70,NA,NA,BCPT _ 404,,
2,BCPT,1709,DBDB/RX,NA,3/14/2007,1950,6,19,0,0,93.5,33,PUVI,JMT,5,0,0,4,1,3-Mar,PMM = 1,28.98,18.72,14.6,6,7.26,72.5,NA,NA,BCPT _ 1709,,
1,BTBW,222095687,NA,NA,3/14/2007,1720,5,1,5,1,63,9.4,PUVI,JK,0,0,0,4,3,1,NA,21.15,9.88,7.32,3.19,3.83,53,NA,NA,BTBW _ 222095687,,
2,GABU,1729,NA,NA,3/14/2007,930,1,1,4,1,75.5,22.5,PUVI,EGG,5,0,0,4,3,5-F,PMM = 0.5,23.9,13.77,11.11,7.62,9.83,69,NA,NA,GABU _ 1729,,
2,GTGT,330,PUX/WO,NA,3/14/2007,1950,6,13,0,NA,61,15,PUVI,JK,1,0,0,4,1,9-Jan,NA,24.65,13.28,9.29,3.77,4.03,64,NA,NA,GTGT _ 330,,
1,GTGT,1539,NA,NA,3/14/2007,1710,5,13,0,NA,59,13.1,PUVI,JK,5,0,0,4,2,1,"It died on March 15th after being processed by net 1-H, 1030 h, fat 0, wing 60, and tail: 57.",23.43,12.23,8.99,3.56,3.6,58,NA,NA,GTGT _ 1539,,
1,HIPE,1542,NA,NA,3/14/2007,1900,1,1,0,NA,75.5,11.5,PUVI,JMT,5,0,0,1,1,5-9B,NA,19.57,12.91,10.26,6.45,3.68,70.5,NA,NA,HIPE _ 1542,,
1,HISP,328,NA,NA,3/14/2007,920,6,1,4,1,82,26,PUVI,EC,1,0,0,4,3,5-F,NA,22.95,10.81,6.9,4.97,5.27,67.5,NA,NA,HISP _ 328,,
1,HISP,330,NA,NA,3/14/2007,1800,6,1,4,1,84.5,25.7,PUVI,EC,5,0,0,4,1,5,NA,23.27,10.7,7.06,5.36,5.5,69,NA,NA,HISP _ 330,,
2,HISP,1828,NA,NA,3/14/2007,1200,1,1,5,1,81,23.5,PUVI,EC,5,0,0,4,1,5-9B,NA,22.7,10.52,6.74,5.85,5.18,63,NA,NA,HISP _ 1828,,
2,HISP,135192343,RLB/YX,NA,3/14/2007,1900,1,1,5,1,80.5,NA,PUVI,JK,1,0,1,4,1,15-Jan,PMM = 0.5,NA,NA,NA,NA,NA,65,NA,NA,HISP _ 135192343,,
1,HITR,8273,NA,NA,3/14/2007,1700,1,1,4,1,142,72.5,PUVI,SJF,5,0,0,1,1,1,NA,20.2,15.4,10.92,7.72,9.47,165.5,NA,NA,HITR _ 8273,,
1,NBTO,1141,NA,NA,3/14/2007,730,1,1,0,NA,46,6.6,PUVI,SJF,5,0,0,4,1,1,NA,16.76,15.5,12.5,4.11,2.69,31,NA,NA,NBTO _ 1141,,
1,NBTO,1142,NA,NA,3/14/2007,1200,1,1,0,NA,44,6.8,PUVI,SJF,0,0,0,1,1,1-H,NA,16.44,15.53,11.98,4.51,2.9,38,NA,NA,NBTO _ 1142,,
1,NBTO,1143,NA,NA,3/14/2007,1210,1,1,0,NA,37.5,6.9,PUVI,JK,5,1,0,4,2,1,NA,16.74,16.15,12.91,3.77,2.56,39,NA,NA,NBTO _ 1143,,
2,NBTO,1207,NA,NA,3/14/2007,1630,1,1,0,NA,47,7.1,PUVI,EC,1,0,0,1,2,3,NA,17.02,16.04,12.43,3.88,2.55,35,NA,NA,NBTO _ 1207,,
1,OVEN,217161752,NA,NA,3/14/2007,1030,1,1,NA,0,75,18.4,PUVI,SJF,0,0,0,4,1,1-Mar,PMM = 0.5,12,9.1,4.06,4.11,NA,49,NA,NA,OVEN _ 217161752,,
1,OVEN,217161751,NA,NA,3/14/2007,800,1,1,0,NA,75,17.7,PUVI,EGG,5,0,0,4,1,3,NA,23.04,11.9,9.04,4.15,3.91,52,NA,NA,OVEN _ 217161751,,
2,OVEN,156148107,NA,NA,3/14/2007,1800,6,1,0,NA,76,19.7,PUVI,EGG,5,0,0,4,2,5-9B,NA,23.86,12.48,9.87,4.22,4.16,55,NA,NA,OVEN _ 156148107,,
1,RLTH,8272,NA,NA,3/14/2007,900,1,1,0,NA,115,63.9,PUVI,EC,5,0,0,4,2,10-Mar,Matt (UVM student),41.36,20.78,15.3,5.63,6.22,103,NA,NA,RLTH _ 8272,,
2,RLTH,8272,NA,NA,3/14/2007,1220,1,1,0,NA,114,61.8,PUVI,ML,5,0,0,4,2,6-Mar,NA,41.25,20.42,15.82,5.84,6.27,103,B07.255,NA,RLTH _ 8272,,
1,RLTH,8274,NA,NA,3/14/2007,1950,6,1,0,NA,17.55,73.3,PUVI,JK,5,0,0,1,1,14-Jan,NA,40.88,20.35,14.48,5.73,6.35,110,B07.412,NA,RLTH _ 8274,,
2,RTSO,1832,NA,NA,3/14/2007,1830,1,1,0,NA,86,NA,PUVI,JK,5,0,0,4,2,1-F,"1-F, to the north on the trail. Recaptured the 15th, processed by Ellen and released by the net.",NA,NA,NA,NA,NA,87,NA,NA,RTSO _ 1832,,
1,RTSO,157106636,NA,NA,3/14/2007,730,1,1,0,NA,89,27,PUVI,JDD,5,0,0,4,2,1-Jun,"JDD: Jer�nimo �Pablo� D�az, de Pedernales.",26.31,9.12,7.26,3.7,3.66,88.5,NA,NA,RTSO _ 157106636,,
1,WCHT,329,DBX/YY,NA,3/14/2007,1800,6,NA,0,NA,89,46.6,PUVI,EGG,5,0,0,4,2,7-May,"Before it was 0849, it had lost its metal band!",32.6,21.11,15.93,5.28,5.41,96.5,NA,NA,WCHT _ 329,,
2,WCHT,2069,LGLG/LGX,NA,3/14/2007,1200,6,19,0,NA,95,55.4,PUVI,EC,5,1,0,4,2,5-9B,PMM = 1,37.2,19.38,15.14,4.34,6.54,107,NA,NA,WCHT _ 2069,,
2,BITH,147146082,NA,NA,3/14/2007,1830,1,9,5,9,89,28.1,PUVI,JMT,1,NA,NA,1,1,Pine border,"band damaged by pliers, second number obscured",31.65,12.47,9.25,4.77,3.7,65.5,NA,NA,BITH _ 147146082,,
1,BITH,157105633,NA,NA,3/14/2007,1000,2,1,4,9,89,26.6,PUVI,SJF,1,0,0,1,1,"net 1, close to 1H",NA,31.77,12.57,9.3,4.68,4.07,63,NA,NA,BITH _ 157105633,,
1,BITH,157105634,NA,NA,3/14/2007,1940,2,E,5,9,86.5,28.2,PUVI,JK,1,0,0,1,1,T-1,aggressive response,32.35,13.68,8.64,3.48,4.01,61,NA,NA,BITH _ 157105634,,
2,BITH,157106254,NA,NA,3/14/2007,1940,2,E,4,9,92.5,26.5,PUVI,EGG,5,0,0,4,2,1-Mar,NA,33.49,13.73,9.69,4.5,4.11,68,NA,NA,BITH _ 157106254,,
1,BAWW,222096774,NA,NA,3/15/2007,1710,5,1,5,1,65,10.5,PUVI,JMT,1,0,0,4,1,3-Mar,PMM = 1,19.02,12.22,8.9,2.77,3.14,46,NA,NA,BAWW _ 222096774,,
1,BCPT,331,OW/OX,NA,3/15/2007,940,5,1,0,0,89.5,33.1,PUVI,EC,5,0,0,4,3,8-Jan,"1-8, NET NEXT TO 1-D",30.33,19.68,15.7,7.1,7.66,73.5,NA,NA,BCPT _ 331,,
1,GAEL,1545,NA,NA,3/15/2007,840,1,1,0,NA,73.5,16,PUVI,EGG,1,0,0,1,1,7-May,NA,21.95,9.78,7.09,4.26,3.52,71,NA,NA,GAEL _ 1545,,
2,GTGT,272,OW/WX,NA,3/15/2007,2000,6,19,0,NA,67,14.9,PUVI,EGG,5,0,0,4,1,1 BY 1-H,NA,24.62,12.93,10.14,3.62,3.98,66,NA,NA,GTGT _ 272,,
2,GTGT,326,PIX/PIPI,NA,3/15/2007,1200,6,39,0,NA,65.5,15.1,PUVI,JK,5,0,0,4,2,1-I,With 1145 in the net.,26.3,12.97,9.83,3.9,4.23,64,NA,NA,GTGT _ 326,,
1,GTGT,1145,NA,NA,3/15/2007,1200,5,1,0,NA,60,14.1,PUVI,JK,5,0,0,4,2,1-I,With 0326 in the net.,24.48,12.61,9.57,3.63,4.11,64,NA,NA,GTGT _ 1145,,
1,HISP,332,NA,NA,3/15/2007,1220,1,1,4,1,82.5,25,PUVI,EC,5,0,0,4,1,3-Mar,PMM = 0.5,23.1,10,6.9,5.4,5.1,69,NA,NA,HISP _ 332,,
1,HIWO,8278,NA,NA,3/15/2007,1640,1,1,4,1,131,87.7,PUVI,SJF,0,0,0,4,2,5,PMM = 0.5,28.97,31.53,25.25,7.5,7.03,94,NA,NA,HIWO _ 8278,,
1,LATH,8275,DBW/RX,NA,3/15/2007,930,1,1,0,NA,127,88.4,PUVI,EC,5,0,0,4,1,11-Mar,NA,50.03,23,17.01,6.91,7.28,107,B07.384,NA,LATH _ 8275,,
2,NBTO,354,PIBK/X,NA,3/15/2007,1330,6,NA,0,NA,46,7.4,PUVI,EC,1,0,0,1,1,5-E.25,NA,18.28,15.29,12.11,4.25,2.86,36,NA,NA,NBTO _ 354,,
2,NBTO,369,R/X,NA,3/15/2007,1310,6,NA,0,NA,45,6.4,PUVI,EC,5,0,0,1,1,10-Mar,PMM = 0.5,18.07,14.51,12.18,4.17,2.61,35,NA,NA,NBTO _ 369,,
1,NBTO,1144,NA,NA,3/15/2007,930,1,1,0,NA,46,6.9,PUVI,EGG,1,0,0,4,1,3-May,NA,16.61,18.05,13.87,4.27,2.91,39,NA,NA,NBTO _ 1144,,
2,OVEN,217161721,NA,NA,3/15/2007,820,5,1,0,NA,73,18.5,PUVI,EC,5,0,0,4,1,11-Mar,NA,22.79,11.55,9.86,3.87,3.92,51,NA,NA,OVEN _ 217161721,,
2,OVEN,217161717,NA,NA,3/15/2007,1920,6,NA,0,NA,75,NA,PUVI,JK,5,0,0,4,1,NA,NA,24.07,11.39,7.87,3.41,3.82,55,NA,NA,OVEN _ 217161717,,
1,OVEN,217105198,NA,NA,3/15/2007,1950,5,1,0,NA,75,21.6,PUVI,EC,1,0,0,4,1,8-Jan,NA,25.33,11.86,9.79,3.91,4.28,50.5,NA,NA,OVEN _ 217105198,,
1,RLTH,8276,NA,NA,3/15/2007,1030,5,1,0,NA,120,61.1,PUVI,JK,0,0,0,1,2,1,"1, BY 1-G",41.88,20.35,15.18,6.53,6.02,103,B07.252,NA,RLTH _ 8276,,
1,RTSO,NA,OR/PU,NA,3/15/2007,NA,1,1,0,NA,88.5,25.6,PUVI,NA,2,0,0,4,2,1-FIN,PMM = 0.5. Juan thinks this bird is a second year.,22.22,10.1,6.75,4.25,3.67,85,NA,NA,RTSO _ OR/PU,,
1,RTSO,NA,PI/DB,NA,3/15/2007,900,1,1,0,NA,85,23.8,PUVI,EGG,5,0,0,4,2,1-May,NA,24.31,10.99,8.11,5.09,4.15,85,NA,NA,RTSO _ PI/DB,,
1,RTSO,NA,R/W,NA,3/15/2007,910,1,1,0,NA,89,29,PUVI,EGG,5,0,0,4,2,5-9C,NA,23.87,11.41,8.5,5.5,4.18,89.5,NA,NA,RTSO _ R/W,,
1,RTSO,NA,Y/DR,NA,3/15/2007,NA,1,1,0,NA,90.5,29.9,PUVI,NA,5,0,0,4,1,1-FIN,PMM = 1,26.11,9.47,6.67,4.42,3.85,91,NA,NA,RTSO _ Y/DR,,
2,WCHT,2016,LGLG/RX,NA,3/15/2007,1840,6,NA,0,NA,96.5,51.9,PUVI,JK,1,1,0,4,1,1-F,NA,36.24,19.74,15.28,4.19,6.14,105,B07.330,NA,WCHT _ 2016,,
2,WEWA,222096541,NA,NA,3/15/2007,1640,1,1,0,NA,69,13.4,PUVI,ESM,1,0,0,4,1,8-May,PMM = 0.5,21.22,14.66,10.79,4.19,4.56,50,NA,NA,WEWA _ 222096541,,
1,HHTA,1543,LBLB/PUX,NA,3/15/2007,800,1,1,0,NA,60,NA,PUVI,SJF,5,0,0,4,2,NA,Most likely to be a SY bird. It died during bleeding process after banding it.,23.41,12.71,8.09,4.37,4.49,NA,B07.323,NA,HHTA _ 1543,,
1,HHTA,1544,LBLB/PIX,NA,3/15/2007,840,5,1,0,NA,66.5,12.3,PUVI,EC,5,0,0,4,1,8-Jan,Next to 1-D - We concluded this was an after second year bird based on comparisons with other members of the group we caught all at once in the same net.,23.27,12.34,10.11,4.61,4.69,65,B07.320,NA,HHTA _ 1544,,
1,HHTA,1546,NA,NA,3/15/2007,840,1,1,0,NA,61,12.4,PUVI,JK,5,0,0,4,1,8-Jan,Possibly ASY (JK).,24.4,10.93,8.82,4.28,4.38,62,B07.324,NA,HHTA _ 1546,,
1,HHTA,1547,LBLB/RX,NA,3/15/2007,850,5,1,0,NA,60,11,PUVI,EC,5,0,0,4,3,8-Jan,Next to 1-D - We concluded this was a second year bird based on comparisons with other members of the group we caught all at once in the same net.,22.64,12.15,9.31,4.44,4.19,62,B07.322,NA,HHTA _ 1547,,
1,HHTA,1548,DBPU/PIX,NA,3/15/2007,850,5,1,0,NA,58,10.6,PUVI,JK,5,0,0,4,1,8-Jan,Next to 1-D - We concluded this was a second year bird based on comparisons with other members of the group we caught all at once in the same net.,22.48,12.21,8.86,3.87,4.17,63,B07.326,NA,HHTA _ 1548,,
1,HHTA,1549,RO/PUX,NA,3/15/2007,900,5,1,0,NA,61.5,11.4,PUVI,JK,0,0,0,4,3,8-Jan,We concluded this was a second year bird based on comparisons with other members of the group we caught all at once in the same net.,22.82,12.38,9.3,4.02,4.48,61.5,B07.393,NA,HHTA _ 1549,,
2,BITH,157106055,NA,NA,3/15/2007,1930,1,9,4,9,96.5,31.1,PUVI,JMT,2,0,0,1,1,T-2A,Hg blood vial label wrong band on it,34.18,14.06,9.99,4.58,4.01,70.5,NA,NA,BITH _ 157106055,,
2,BITH,157106239,NA,NA,3/15/2007,1940,1,9,5,9,88,27.3,PUVI,EC,2,0,0,4,1,10-Mar,NA,32.02,12.48,9.96,4.3,3.7,63,NA,NA,BITH _ 157106239,,
2,BITH,157106241,NA,NA,3/15/2007,730,1,9,5,9,91,25.9,PUVI,JK,5,0,0,1,1,1-H 12m south,NA,32.15,13.19,9.69,4.2,3.82,NA,NA,NA,BITH _ 157106241,,
1,BITH,157106257,NA,NA,3/15/2007,1940,1,9,4,9,90.5,30.7,PUVI,JK,2,0,0,1,1,1-E,NA,33.54,13.07,9.12,4.17,3.89,66,NA,NA,BITH _ 157106257,,
1,BITH,157106637,NA,NA,3/15/2007,800,2,E,5,9,88,26.6,PUVI,EGG,5,0,0,4,1,5-I,NA,31.8,13.86,9.17,4.87,4.03,64,NA,NA,BITH _ 157106637,,
1,BITH,157106638,NA,NA,3/15/2007,820,2,1,5,9,85.5,25.4,PUVI,EGG,5,0,0,4,1,5-I,NA,32.52,13.19,10.46,4.7,3.94,61,NA,NA,BITH _ 157106638,,
1,BAWW,222095688,NA,NA,3/16/2007,1020,5,1,5,1,65.5,13,PUVI,JMT,2,0,0,4,1,5,PMM = 1,19.46,11.65,9.66,3,3.09,48.5,NA,NA,BAWW _ 222095688,,
1,BCPT,333,NA,NA,3/16/2007,1020,5,1,0,0,79,27.8,PUVI,JMT,5,0,0,4,1,5,PMM = 1,26.47,19.71,14.34,5.18,6.5,70,NA,NA,BCPT _ 333,,
2,BCPT,1070,/YX,NA,3/16/2007,820,6,19,0,0,95,31.2,PUVI,JK,0,0,0,4,1,8-May,PMM = 0.5,28.69,19.2,14.47,6.3,7.14,76,NA,NA,BCPT _ 1070,,
2,GABU,135192350,NA,NA,3/16/2007,1820,6,1,4,1,75,25.1,PUVI,SJF,5,0,0,4,1,5,PMM = 0.5,23.87,14.73,10.89,7.63,11.33,68.5,NA,NA,GABU _ 135192350,,
1,GABU,NA,PI/Y,NA,3/16/2007,1900,1,1,4,1,72,25.2,PUVI,JK,1,0,0,4,2,1-I,NA,24.75,13.69,10.63,9.6,11.46,65,NA,NA,GABU _ PI/Y,,
1,GAEL,1550,NA,NA,3/16/2007,1900,1,1,0,NA,70,15.6,PUVI,EGG,5,0,0,1,2,1-F,NA,22.48,9.3,5.66,3.52,3.12,69,NA,NA,GAEL _ 1550,,
2,GTGT,259,PIO/DBX,NA,3/16/2007,1020,6,39,0,NA,65.5,15.1,PUVI,EGG,5,0,0,NA,NA,5-9B,NA,23.82,14.36,12.97,3.93,4.23,69,B07.316,NA,GTGT _ 259,,
2,GTGT,820,BKY/PUX,NA,3/16/2007,1900,6,39,0,NA,63,14.1,PUVI,EGG,5,0,0,4,1,1-E,NA,25.95,12.88,9.42,3.57,4.13,70,B07.406,NA,GTGT _ 820,,
2,GTGT,840,RX/DBW,NA,3/16/2007,1900,6,39,0,NA,65,15.4,PUVI,JK,5,0,0,4,1,1-G,NA,24.33,13.18,9.33,3.42,3.95,66,B07.242,NA,GTGT _ 840,,
2,GTGT,841,RLB/LBX,NA,3/16/2007,1500,6,39,0,NA,67.5,14.6,PUVI,EGG,5,0,0,1,1,5-May,NA,25,14.2,10.12,3.88,4.25,68,NA,NA,GTGT _ 841,,
0,HIEM,NA,NA,NA,3/16/2007,1900,1,1,4,1,58.5,4.8,PUVI,EGG,5,0,0,1,1,2-Mar,0% striation on bill: aged by bill. T-R # 4 cut.,NA,17.6,15.51,3.02,1.95,43.5,NA,NA,NA,,
1,NBTO,1146,NA,NA,3/16/2007,950,1,1,0,NA,44.5,6,PUVI,EC,5,0,0,4,1,2-Mar,PMM = 0.5,17.06,16.35,12.13,3.88,2.72,35,NA,NA,NBTO _ 1146,,
